x,y,x_speed,y_speed,fuel
133.38360401745004,173.86700784824967,2.7657055655578544,-1.135749891749402,100
163.38588198714427,131.37286808848143,1.3650521803168623,-2.4389870791550514,100
-285.92404752641033,125.20233994359708,2.6556332150549933,-0.16287248780305874,100
-290.7071082115994,162.05462069242924,1.9215074536909347,-1.6870810669237812,100
-231.26816839645116,259.23840649647866,0.8303130994674253,2.874328892423871,100
-125.19881587701434,134.10048727813788,-2.91198780409909,-0.724100800301857,100
137.29253314127274,156.40198574537766,-2.003748211164777,1.3840677501473244,100
-269.84950044248984,114.48680235480867,-0.5920984832516238,-2.1680495070879675,100
-289.0878744231938,139.53296679226435,0.5192554196583512,-1.5420137442256623,100
-266.88556952339405,252.32807756594306,2.4734362336558746,0.9769344057410305,100
-14.873823671427644,186.15720424201157,-1.6528692234964708,-0.7470402245823939,100
-173.06648032221722,226.6543637211468,-1.6551460877096156,-1.341523693675104,100
-209.17488149690172,274.15659482190676,-1.7558228111223888,1.9435282235648257,100
-59.27422416138355,184.44392796046407,-1.723309676531949,0.6848090855801761,100
-104.5541298862384,160.00154921253304,-1.3878351740875097,0.6220696550139655,100
2.7019957106925396,633.2727235744815,2.9975232339881526,-1.0082202829611462,100
162.0724927591553,565.130022203989,-1.7272796837288276,1.2693770624096556,100
249.81547020819474,577.5796197126328,2.396679689874685,-1.8729355080869996,100
299.7893903770103,661.6170563614144,2.493952880738526,1.25183310768358,100
-16.62068854928429,548.2637208176429,0.46440418908211867,2.4069822838127797,100
101.28614089337525,661.4646254172258,-0.5041083487842077,-1.1321022717239475,100
13.682107308447765,601.1493932955758,2.652787243854873,-1.9078245597723476,100
91.60305683369474,697.5128186580242,1.0976714284082492,-1.9319821430203241,100
-206.52997602879987,500.10309578166346,2.219248953377571,-1.322367049937194,100
-34.816503615653446,550.9949396622815,1.2234631443631054,-2.000972677919574,100
266.38339658392835,683.8221022182368,1.1771739263679808,2.8085868011292385,100
-165.2890136603539,684.8656829269839,-0.8194964993702909,2.2542635195679326,100
142.89869580508238,510.65668750558416,0.7792957336641928,-1.9051493439512657,100
193.5119827847352,582.1392785335015,-0.9092305041408837,-2.7099386651342394,100
66.32468408138585,620.8972001119034,1.4736431208288319,-2.3063253619683812,100
