Games Played,Avg Reward
50,1987.4222036375513
100,2116.9174388026645
150,1828.3448549162295
200,2049.3635944144035
250,1580.719148249009
300,1882.6992508184856
350,1680.0498299796902
400,1901.3376710354837
450,1642.9253175433294
500,1956.8542239481076
550,1696.3640616966054
600,2010.3733939701976
650,1588.0185973722732
700,2001.0252998698988
750,1806.928270026602
800,1907.020854752242
850,2098.4708420058428
900,1921.047530204393
950,1909.0919819721726
1000,1826.194609918204
1050,1902.9843153579393
1100,1693.3019833987032
1150,1583.4120565082246
1200,1799.6099922803119
1250,1503.4918535201182
1300,2043.868197107467
1350,2133.3131809363745
1400,2053.7732715620723
1450,1914.0459424068943
1500,1735.0234467735713
1550,1598.1768388217756
1600,1632.872779222633
1650,1850.4711719285974
1700,1722.3981289591443
1750,1793.924515019506
1800,1759.5469544132131
1850,1869.6310188054408
1900,1746.1632715435248
1950,1519.2271886651472
2000,1903.0790025974513
2050,1911.12112976693
2100,1610.7973797356667
2150,1408.910351159137
2200,1676.9381545168822
2250,2015.1842854798706
2300,1762.3544761244918
2350,1810.6268915473065
2400,1921.7710184927562
2450,1746.044589477033
2500,1901.6873738055212
2550,1765.4049052876255
2600,1837.4402119166841
2650,1614.9514663834993
2700,1935.7632660782017
2750,1729.5277052881677
2800,1923.1856188232043
2850,1805.351615845673
2900,1812.2570789600954
2950,1901.2724072518517
3000,1833.5313688447222
3050,1838.2173336423214
3100,1673.5086661748815
3150,2097.3362217527815
3200,1979.4298952956774
3250,1532.790484092519
3300,1772.553549938781
3350,1904.612111038113
3400,2083.438560019581
3450,1968.0538327943564
3500,1942.5247639158274
3550,2024.2403293808663
3600,1844.4932642607166
3650,2030.1610081099889
3700,1929.4709836001857
3750,1888.3227795103853
3800,1981.8775850116067
3850,1909.9220316665337
3900,1925.5358900544204
3950,1882.5726143197141
4000,1715.798627023166
4050,1755.6466286808309
4100,1731.2078053029798
4150,1707.6154777894867
4200,1690.2899616493237
4250,1794.5299955071223
4300,2091.9510146604425
4350,1704.2052660687884
4400,1620.1818402702393
4450,1747.5184375902243
4500,1600.4194878222677
4550,1878.837917501577
4600,1818.1200178567317
4650,1395.9751551480954
4700,1687.039484798369
4750,1946.9258862923423
4800,1685.467226591934
4850,1853.2521430077818
4900,1546.923385513553
4950,1814.929050340207
5000,1791.013062112129
5050,1973.0997519817436
5100,1745.386507720983
5150,1566.7780009223436
5200,1547.1782659529194
5250,1771.2510836201154
5300,1981.643417890872
5350,1828.3980107256489
5400,1959.82931462001
5450,1687.013029603224
5500,1632.0900895704235
5550,1525.9499017722517
5600,1617.706714394623
5650,1810.7993361203005
5700,1889.984812423249
5750,1884.5646533002928
5800,1966.5460936207592
5850,1757.2741378622738
5900,1933.8204339550218
5950,1658.2234729430825
6000,1720.3836238832375
6050,1777.8161738389929
6100,2006.0482968794674
6150,2101.467004807334
6200,1897.997925369631
6250,2067.4076430673
6300,1766.215360710675
6350,2072.609129123457
6400,1859.0955593177368
6450,1927.8010852367438
6500,1940.1620548107646
6550,2201.071354749828
6600,1887.608506180531
6650,1461.6474512088323
6700,1922.2359197661463
6750,1942.9737668283003
6800,1618.1815580145594
6850,1806.5256067565722
6900,1850.1123518153772
6950,1608.8448891524001
7000,1595.6117124195518
7050,1953.0168146695587
7100,1893.527721994199
7150,2013.981810989682
7200,1744.4953811990486
7250,1893.8386991741158
7300,1522.1888022144522
7350,1572.7288915723393
7400,1559.229353652
7450,1741.9019212353926
7500,1916.457929764899
7550,1876.5903190180736
7600,1644.6689618402318
7650,2102.347217659163
7700,1791.387898227036
7750,1712.1939841494286
7800,2064.9897855806744
7850,1380.2692581413476
7900,1808.677821269703
7950,1842.3884767311035
8000,1668.494969114189
8050,1880.6533801366108
8100,1800.0409528445027
8150,1705.7440853338062
8200,2180.0233408854288
8250,1860.552961161472
8300,2015.4850694056333
8350,1694.8988956294943
8400,1824.6205828592044
8450,1694.449283839133
8500,1434.0780282942414
8550,1343.347834863186
8600,1874.1803677269327
8650,1982.095413581526
8700,1541.0896765321636
