Games Played,Avg Reward
50,-17039.735460461015
100,-16674.585803057686
150,-16777.622069319175
200,-16810.120240306565
250,-17100.140448309885
300,-16707.909519886038
350,-16388.031317650435
400,-16626.888662127356
450,-16771.842613456945
500,-16705.254791875803
550,-16410.271037272018
600,-17045.425126930444
650,-16402.80096548298
700,-16295.089905191788
750,-16392.015858706967
800,-16230.920435395845
850,-16657.89013499528
900,-16964.01079761327
950,-16180.11960157717
1000,-16637.42975409176
1050,-16571.514622246956
1100,-15480.281680689493
1150,-15495.763779301076
1200,-15630.857424909576
1250,-15958.417077704253
1300,-15200.710788896162
1350,-15251.731127272515
1400,-13934.211451277886
1450,-13712.46797338415
1500,-15498.28868804556
1550,-15165.403000350254
1600,-12970.106513113858
1650,-13222.411038957272
1700,-13848.907264988327
1750,-12924.07857607892
1800,-12807.249430149413
1850,-12668.958137361455
1900,-11262.721138499803
1950,-10359.657158232918
2000,-9778.17317303558
2050,-10753.794391775516
2100,-9422.721688965174
2150,-8591.053200696682
2200,-8562.1402941157
2250,-7648.46269675909
2300,-7423.99962230308
2350,-7157.559597734704
2400,-5882.451818154491
2450,-6653.915142323037
2500,-6604.08659404763
2550,-5675.498338741321
2600,-5065.723092137742
2650,-5131.647817717228
2700,-4820.163115144924
2750,-4973.583131061031
2800,-4518.049504991954
2850,-4854.736292098181
2900,-5029.214252564878
2950,-5009.689921556343
3000,-4066.1273779304283
3050,-4349.886018269323
3100,-4383.848740384345
3150,-4280.750333501012
3200,-4317.8479985257145
3250,-4102.969108436827
3300,-3960.7472479649086
3350,-4077.8097931166126
3400,-4018.047220564266
3450,-3909.4806771745057
3500,-3844.468091816702
3550,-3770.855646943429
3600,-4011.8313456775354
3650,-4189.010126350569
3700,-4024.8190848741783
3750,-3965.2182547730467
3800,-4091.3386543183483
3850,-4332.30931173801
3900,-3969.995414228343
3950,-3760.142817636931
4000,-3973.831686642398
4050,-3523.5183229977124
4100,-3775.85246315982
4150,-3639.2081168386035
4200,-3727.3413925004156
4250,-3641.519220975066
4300,-3655.316942222446
4350,-3572.9932578966113
4400,-3723.619352880028
4450,-3852.1379718076796
4500,-3911.7069986702077
4550,-3561.6503734881016
4600,-3651.3072924384237
4650,-3654.8195453558787
4700,-4037.451388573281
4750,-3928.397072455206
4800,-3608.6072669069104
4850,-3252.998197957503
4900,-3846.7797994518883
4950,-3493.239342545566
5000,-3964.9145314882467
5050,-3815.873949983175
5100,-3689.9664472145246
5150,-3764.3433822602024
5200,-3881.408392344989
5250,-4032.522164161778
5300,-3747.7120510647765
5350,-3760.882503274761
5400,-3867.638334887044
5450,-3607.420936091845
5500,-3530.7498518894854
5550,-3759.3481552568737
5600,-3791.948395833874
5650,-3766.527078202651
5700,-3791.9888950520944
5750,-3905.7848883184297
5800,-4033.665947205011
5850,-3731.078574977414
5900,-3612.2469390942674
5950,-3673.5391987438393
6000,-3749.6526068175535
6050,-4009.605224657477
6100,-3808.4323641377805
6150,-3646.7736901842936
6200,-3630.7963654411283
6250,-3727.0602865794663
6300,-3882.6277417504016
6350,-3800.572457985989
6400,-4077.2314476781285
